starttime	seconds	ctime	dtime	ttime	wait
Fri Mar 03 16:31:45 2023	1677857505	0	138	138	135
Fri Mar 03 16:31:45 2023	1677857505	0	138	138	46
Fri Mar 03 16:31:43 2023	1677857503	0	138	138	138
Fri Mar 03 16:31:45 2023	1677857505	0	139	139	103
Fri Mar 03 16:31:42 2023	1677857502	0	139	139	138
Fri Mar 03 16:31:47 2023	1677857507	0	139	139	139
Fri Mar 03 16:31:41 2023	1677857501	4	136	140	135
Fri Mar 03 16:31:45 2023	1677857505	0	140	140	111
Fri Mar 03 16:31:42 2023	1677857502	0	140	141	140
Fri Mar 03 16:31:45 2023	1677857505	0	141	141	140
Fri Mar 03 16:31:44 2023	1677857504	0	141	141	131
Fri Mar 03 16:31:44 2023	1677857504	0	141	141	141
Fri Mar 03 16:31:44 2023	1677857504	0	141	141	86
Fri Mar 03 16:31:47 2023	1677857507	0	142	142	142
Fri Mar 03 16:31:45 2023	1677857505	0	142	142	117
Fri Mar 03 16:31:45 2023	1677857505	0	143	143	82
Fri Mar 03 16:31:45 2023	1677857505	0	143	143	139
Fri Mar 03 16:31:43 2023	1677857503	0	143	143	143
Fri Mar 03 16:31:42 2023	1677857502	0	144	144	143
Fri Mar 03 16:31:43 2023	1677857503	0	144	144	143
Fri Mar 03 16:31:42 2023	1677857502	0	146	146	146
Fri Mar 03 16:31:45 2023	1677857505	0	147	147	136
Fri Mar 03 16:31:46 2023	1677857506	0	148	148	147
Fri Mar 03 16:31:45 2023	1677857505	0	148	148	85
Fri Mar 03 16:31:43 2023	1677857503	0	148	148	148
Fri Mar 03 16:31:45 2023	1677857505	0	149	149	121
Fri Mar 03 16:31:45 2023	1677857505	0	149	149	148
Fri Mar 03 16:31:43 2023	1677857503	0	149	149	149
Fri Mar 03 16:31:45 2023	1677857505	0	150	150	149
Fri Mar 03 16:31:41 2023	1677857501	0	150	150	148
Fri Mar 03 16:31:44 2023	1677857504	0	150	150	150
Fri Mar 03 16:31:42 2023	1677857502	1	150	150	148
Fri Mar 03 16:31:45 2023	1677857505	0	151	151	150
Fri Mar 03 16:31:43 2023	1677857503	0	151	151	149
Fri Mar 03 16:31:43 2023	1677857503	0	151	151	150
Fri Mar 03 16:31:44 2023	1677857504	0	151	151	148
Fri Mar 03 16:31:47 2023	1677857507	0	151	151	138
Fri Mar 03 16:31:42 2023	1677857502	0	151	152	151
Fri Mar 03 16:31:41 2023	1677857501	0	152	152	152
Fri Mar 03 16:31:45 2023	1677857505	0	152	152	152
Fri Mar 03 16:31:43 2023	1677857503	0	152	152	152
Fri Mar 03 16:31:41 2023	1677857501	0	152	152	152
Fri Mar 03 16:31:42 2023	1677857502	0	152	152	152
Fri Mar 03 16:31:45 2023	1677857505	0	153	153	152
Fri Mar 03 16:31:46 2023	1677857506	0	153	153	153
Fri Mar 03 16:31:46 2023	1677857506	0	154	154	153
Fri Mar 03 16:31:47 2023	1677857507	0	154	154	153
Fri Mar 03 16:31:42 2023	1677857502	0	153	154	153
Fri Mar 03 16:31:45 2023	1677857505	0	154	154	153
Fri Mar 03 16:31:41 2023	1677857501	0	154	154	154
Fri Mar 03 16:31:43 2023	1677857503	0	154	155	154
Fri Mar 03 16:31:43 2023	1677857503	0	155	155	154
Fri Mar 03 16:31:46 2023	1677857506	0	155	155	155
Fri Mar 03 16:31:44 2023	1677857504	0	155	155	155
Fri Mar 03 16:31:44 2023	1677857504	0	158	158	157
Fri Mar 03 16:31:45 2023	1677857505	0	158	158	157
Fri Mar 03 16:31:44 2023	1677857504	0	158	158	157
Fri Mar 03 16:31:43 2023	1677857503	0	158	158	147
Fri Mar 03 16:31:42 2023	1677857502	1	158	158	157
Fri Mar 03 16:31:41 2023	1677857501	0	159	159	149
Fri Mar 03 16:31:46 2023	1677857506	0	159	159	158
Fri Mar 03 16:31:46 2023	1677857506	0	159	159	157
Fri Mar 03 16:31:46 2023	1677857506	0	159	159	158
Fri Mar 03 16:31:41 2023	1677857501	0	159	159	159
Fri Mar 03 16:31:42 2023	1677857502	0	160	160	157
Fri Mar 03 16:31:46 2023	1677857506	0	160	160	159
Fri Mar 03 16:31:42 2023	1677857502	0	160	160	158
Fri Mar 03 16:31:44 2023	1677857504	0	160	160	159
Fri Mar 03 16:31:45 2023	1677857505	0	160	160	159
Fri Mar 03 16:31:45 2023	1677857505	0	161	161	147
Fri Mar 03 16:31:43 2023	1677857503	0	162	162	162
Fri Mar 03 16:31:45 2023	1677857505	0	163	163	145
Fri Mar 03 16:31:42 2023	1677857502	0	164	164	163
Fri Mar 03 16:31:45 2023	1677857505	0	164	164	97
Fri Mar 03 16:31:42 2023	1677857502	0	164	164	164
Fri Mar 03 16:31:41 2023	1677857501	0	165	165	164
Fri Mar 03 16:31:46 2023	1677857506	0	166	166	165
Fri Mar 03 16:31:41 2023	1677857501	5	161	166	161
Fri Mar 03 16:31:45 2023	1677857505	0	166	166	138
Fri Mar 03 16:31:44 2023	1677857504	0	167	167	132
Fri Mar 03 16:31:43 2023	1677857503	0	167	167	167
Fri Mar 03 16:31:45 2023	1677857505	0	168	168	167
Fri Mar 03 16:31:43 2023	1677857503	0	168	168	168
Fri Mar 03 16:31:48 2023	1677857508	0	168	168	167
Fri Mar 03 16:31:41 2023	1677857501	0	168	168	166
Fri Mar 03 16:31:41 2023	1677857501	0	169	169	168
Fri Mar 03 16:31:42 2023	1677857502	0	169	169	169
Fri Mar 03 16:31:41 2023	1677857501	3	166	170	166
Fri Mar 03 16:31:41 2023	1677857501	0	170	170	145
Fri Mar 03 16:31:45 2023	1677857505	0	170	170	169
Fri Mar 03 16:31:45 2023	1677857505	0	171	171	170
Fri Mar 03 16:31:41 2023	1677857501	4	168	171	167
Fri Mar 03 16:31:41 2023	1677857501	0	171	171	171
Fri Mar 03 16:31:45 2023	1677857505	0	172	172	153
Fri Mar 03 16:31:41 2023	1677857501	4	169	172	168
Fri Mar 03 16:31:42 2023	1677857502	0	173	173	172
Fri Mar 03 16:31:45 2023	1677857505	0	173	173	172
Fri Mar 03 16:31:42 2023	1677857502	0	173	173	173
Fri Mar 03 16:31:45 2023	1677857505	0	173	173	173
Fri Mar 03 16:31:42 2023	1677857502	0	174	174	173
Fri Mar 03 16:31:45 2023	1677857505	0	174	174	171
Fri Mar 03 16:31:43 2023	1677857503	0	174	174	173
Fri Mar 03 16:31:41 2023	1677857501	4	170	174	170
Fri Mar 03 16:31:45 2023	1677857505	0	174	174	135
Fri Mar 03 16:31:45 2023	1677857505	0	174	174	173
Fri Mar 03 16:31:44 2023	1677857504	0	175	175	175
Fri Mar 03 16:31:43 2023	1677857503	0	175	175	175
Fri Mar 03 16:31:46 2023	1677857506	0	175	175	173
Fri Mar 03 16:31:43 2023	1677857503	0	175	175	175
Fri Mar 03 16:31:42 2023	1677857502	0	176	176	147
Fri Mar 03 16:31:43 2023	1677857503	0	177	177	169
Fri Mar 03 16:31:48 2023	1677857508	0	177	177	176
Fri Mar 03 16:31:45 2023	1677857505	0	178	178	177
Fri Mar 03 16:31:44 2023	1677857504	0	178	178	177
Fri Mar 03 16:31:43 2023	1677857503	0	178	178	178
Fri Mar 03 16:31:45 2023	1677857505	0	178	178	178
Fri Mar 03 16:31:45 2023	1677857505	0	178	179	178
Fri Mar 03 16:31:44 2023	1677857504	0	179	179	112
Fri Mar 03 16:31:45 2023	1677857505	0	179	179	178
Fri Mar 03 16:31:45 2023	1677857505	0	179	179	179
Fri Mar 03 16:31:43 2023	1677857503	0	179	179	179
Fri Mar 03 16:31:42 2023	1677857502	0	181	181	181
Fri Mar 03 16:31:48 2023	1677857508	0	181	181	181
Fri Mar 03 16:31:41 2023	1677857501	0	181	181	180
Fri Mar 03 16:31:42 2023	1677857502	0	184	184	184
Fri Mar 03 16:31:45 2023	1677857505	0	186	186	185
Fri Mar 03 16:31:42 2023	1677857502	0	186	186	186
Fri Mar 03 16:31:45 2023	1677857505	0	187	187	170
Fri Mar 03 16:31:42 2023	1677857502	0	188	188	188
Fri Mar 03 16:31:43 2023	1677857503	0	189	189	161
Fri Mar 03 16:31:43 2023	1677857503	0	189	189	188
Fri Mar 03 16:31:41 2023	1677857501	4	185	189	185
Fri Mar 03 16:31:43 2023	1677857503	0	190	190	189
Fri Mar 03 16:31:42 2023	1677857502	0	190	190	183
Fri Mar 03 16:31:45 2023	1677857505	0	191	191	190
Fri Mar 03 16:31:43 2023	1677857503	0	191	191	184
Fri Mar 03 16:31:45 2023	1677857505	0	191	191	190
Fri Mar 03 16:31:43 2023	1677857503	0	192	192	191
Fri Mar 03 16:31:45 2023	1677857505	0	192	192	90
Fri Mar 03 16:31:45 2023	1677857505	0	192	192	191
Fri Mar 03 16:31:45 2023	1677857505	0	192	192	191
Fri Mar 03 16:31:45 2023	1677857505	0	192	192	190
Fri Mar 03 16:31:42 2023	1677857502	0	195	195	166
Fri Mar 03 16:31:42 2023	1677857502	0	195	195	195
Fri Mar 03 16:31:41 2023	1677857501	3	192	195	191
Fri Mar 03 16:31:42 2023	1677857502	0	195	195	142
Fri Mar 03 16:31:45 2023	1677857505	0	196	196	195
Fri Mar 03 16:31:41 2023	1677857501	0	196	196	195
Fri Mar 03 16:31:45 2023	1677857505	0	197	197	196
Fri Mar 03 16:31:49 2023	1677857509	0	197	197	197
Fri Mar 03 16:31:44 2023	1677857504	0	200	200	199
Fri Mar 03 16:31:41 2023	1677857501	4	196	200	195
Fri Mar 03 16:31:45 2023	1677857505	0	200	200	200
Fri Mar 03 16:31:41 2023	1677857501	0	200	200	199
Fri Mar 03 16:31:42 2023	1677857502	0	201	201	200
Fri Mar 03 16:31:41 2023	1677857501	3	197	201	197
Fri Mar 03 16:31:45 2023	1677857505	0	200	201	143
Fri Mar 03 16:31:43 2023	1677857503	0	201	201	200
Fri Mar 03 16:31:41 2023	1677857501	5	197	202	197
Fri Mar 03 16:31:49 2023	1677857509	0	202	203	202
Fri Mar 03 16:31:45 2023	1677857505	0	203	203	202
Fri Mar 03 16:31:41 2023	1677857501	4	201	205	194
Fri Mar 03 16:31:45 2023	1677857505	0	205	205	152
Fri Mar 03 16:31:42 2023	1677857502	0	205	205	188
Fri Mar 03 16:31:42 2023	1677857502	0	207	207	105
Fri Mar 03 16:31:49 2023	1677857509	0	207	207	206
Fri Mar 03 16:31:45 2023	1677857505	0	207	207	186
Fri Mar 03 16:31:41 2023	1677857501	4	205	209	195
Fri Mar 03 16:31:43 2023	1677857503	0	209	209	188
Fri Mar 03 16:31:45 2023	1677857505	0	209	209	209
Fri Mar 03 16:31:49 2023	1677857509	0	209	209	209
Fri Mar 03 16:31:44 2023	1677857504	0	210	210	210
Fri Mar 03 16:31:42 2023	1677857502	0	210	210	210
Fri Mar 03 16:31:41 2023	1677857501	0	211	211	210
Fri Mar 03 16:31:45 2023	1677857505	0	211	211	210
Fri Mar 03 16:31:41 2023	1677857501	5	207	212	202
Fri Mar 03 16:31:45 2023	1677857505	0	212	212	190
Fri Mar 03 16:31:42 2023	1677857502	0	212	212	211
Fri Mar 03 16:31:42 2023	1677857502	0	213	213	212
Fri Mar 03 16:31:41 2023	1677857501	4	210	214	209
Fri Mar 03 16:31:49 2023	1677857509	0	216	216	216
Fri Mar 03 16:31:43 2023	1677857503	0	216	216	216
Fri Mar 03 16:31:41 2023	1677857501	0	217	217	216
Fri Mar 03 16:31:43 2023	1677857503	0	217	217	216
Fri Mar 03 16:31:42 2023	1677857502	0	217	217	217
Fri Mar 03 16:31:45 2023	1677857505	0	218	218	217
Fri Mar 03 16:31:45 2023	1677857505	0	218	218	217
Fri Mar 03 16:31:41 2023	1677857501	0	218	218	217
Fri Mar 03 16:31:43 2023	1677857503	0	220	220	215
Fri Mar 03 16:31:41 2023	1677857501	3	219	222	219
Fri Mar 03 16:31:42 2023	1677857502	0	223	223	223
Fri Mar 03 16:31:49 2023	1677857509	0	223	223	223
Fri Mar 03 16:31:42 2023	1677857502	0	224	224	222
Fri Mar 03 16:31:43 2023	1677857503	0	224	224	223
Fri Mar 03 16:31:45 2023	1677857505	0	225	225	224
Fri Mar 03 16:31:42 2023	1677857502	0	226	227	226
Fri Mar 03 16:31:45 2023	1677857505	0	229	229	227
Fri Mar 03 16:31:43 2023	1677857503	0	229	229	229
Fri Mar 03 16:31:49 2023	1677857509	0	229	229	229
Fri Mar 03 16:31:42 2023	1677857502	0	230	230	230
Fri Mar 03 16:31:45 2023	1677857505	0	233	233	233
Fri Mar 03 16:31:42 2023	1677857502	0	234	234	229
Fri Mar 03 16:31:42 2023	1677857502	0	234	234	234
Fri Mar 03 16:31:49 2023	1677857509	0	236	236	236
Fri Mar 03 16:31:49 2023	1677857509	0	237	237	237
Fri Mar 03 16:31:43 2023	1677857503	0	237	238	237
Fri Mar 03 16:31:49 2023	1677857509	0	239	239	239
Fri Mar 03 16:31:49 2023	1677857509	0	240	240	240
Fri Mar 03 16:31:49 2023	1677857509	0	241	241	240
Fri Mar 03 16:31:42 2023	1677857502	0	242	242	241
Fri Mar 03 16:31:42 2023	1677857502	0	242	242	242
Fri Mar 03 16:31:45 2023	1677857505	0	247	247	229
Fri Mar 03 16:31:49 2023	1677857509	0	247	247	247
Fri Mar 03 16:31:49 2023	1677857509	0	247	247	247
Fri Mar 03 16:31:43 2023	1677857503	0	248	248	240
Fri Mar 03 16:31:49 2023	1677857509	0	248	248	248
Fri Mar 03 16:31:45 2023	1677857505	0	249	249	147
Fri Mar 03 16:31:42 2023	1677857502	0	249	249	187
Fri Mar 03 16:31:49 2023	1677857509	0	250	250	250
Fri Mar 03 16:31:45 2023	1677857505	0	253	253	234
Fri Mar 03 16:31:49 2023	1677857509	0	255	255	255
Fri Mar 03 16:31:45 2023	1677857505	0	255	255	255
Fri Mar 03 16:31:42 2023	1677857502	0	256	256	223
Fri Mar 03 16:31:43 2023	1677857503	0	256	256	255
Fri Mar 03 16:31:42 2023	1677857502	0	257	257	256
Fri Mar 03 16:31:45 2023	1677857505	0	257	257	257
Fri Mar 03 16:31:43 2023	1677857503	0	257	257	256
Fri Mar 03 16:31:43 2023	1677857503	0	257	257	257
Fri Mar 03 16:31:42 2023	1677857502	0	258	258	251
Fri Mar 03 16:31:42 2023	1677857502	0	259	259	248
Fri Mar 03 16:31:45 2023	1677857505	0	259	259	259
Fri Mar 03 16:31:41 2023	1677857501	0	259	259	71
Fri Mar 03 16:31:42 2023	1677857502	0	260	260	259
Fri Mar 03 16:31:49 2023	1677857509	0	262	262	262
Fri Mar 03 16:31:42 2023	1677857502	0	262	262	262
Fri Mar 03 16:31:49 2023	1677857509	0	262	262	262
Fri Mar 03 16:31:42 2023	1677857502	0	263	263	115
Fri Mar 03 16:31:43 2023	1677857503	0	263	264	263
Fri Mar 03 16:31:42 2023	1677857502	0	265	265	264
Fri Mar 03 16:31:42 2023	1677857502	0	265	265	264
Fri Mar 03 16:31:42 2023	1677857502	0	265	265	265
Fri Mar 03 16:31:42 2023	1677857502	0	266	266	265
Fri Mar 03 16:31:45 2023	1677857505	0	267	267	266
Fri Mar 03 16:31:49 2023	1677857509	0	268	268	268
Fri Mar 03 16:31:42 2023	1677857502	0	269	269	267
Fri Mar 03 16:31:41 2023	1677857501	0	269	269	269
Fri Mar 03 16:31:49 2023	1677857509	0	269	269	114
Fri Mar 03 16:31:42 2023	1677857502	0	270	270	269
Fri Mar 03 16:31:42 2023	1677857502	0	271	271	224
Fri Mar 03 16:31:49 2023	1677857509	0	272	272	116
Fri Mar 03 16:31:45 2023	1677857505	0	274	274	269
Fri Mar 03 16:31:42 2023	1677857502	0	276	276	275
Fri Mar 03 16:31:49 2023	1677857509	0	277	277	275
Fri Mar 03 16:31:42 2023	1677857502	0	277	277	251
Fri Mar 03 16:31:49 2023	1677857509	0	277	277	277
Fri Mar 03 16:31:41 2023	1677857501	2	276	278	276
Fri Mar 03 16:31:49 2023	1677857509	0	280	280	279
Fri Mar 03 16:31:42 2023	1677857502	0	282	282	281
Fri Mar 03 16:31:46 2023	1677857506	0	282	282	281
Fri Mar 03 16:31:42 2023	1677857502	0	282	282	282
Fri Mar 03 16:31:41 2023	1677857501	0	283	283	283
Fri Mar 03 16:31:43 2023	1677857503	0	283	283	283
Fri Mar 03 16:31:41 2023	1677857501	0	284	284	281
Fri Mar 03 16:31:42 2023	1677857502	0	284	284	284
Fri Mar 03 16:31:42 2023	1677857502	0	285	285	284
Fri Mar 03 16:31:41 2023	1677857501	0	285	285	47
Fri Mar 03 16:31:43 2023	1677857503	0	285	285	285
Fri Mar 03 16:31:43 2023	1677857503	0	286	286	285
Fri Mar 03 16:31:43 2023	1677857503	0	287	287	286
Fri Mar 03 16:31:41 2023	1677857501	0	289	289	288
Fri Mar 03 16:31:42 2023	1677857502	0	291	291	251
Fri Mar 03 16:31:49 2023	1677857509	0	291	291	291
Fri Mar 03 16:31:42 2023	1677857502	0	292	292	251
Fri Mar 03 16:31:42 2023	1677857502	0	293	293	293
Fri Mar 03 16:31:42 2023	1677857502	0	294	294	243
Fri Mar 03 16:31:48 2023	1677857508	0	296	296	295
Fri Mar 03 16:31:42 2023	1677857502	0	296	297	296
Fri Mar 03 16:31:46 2023	1677857506	0	297	297	296
Fri Mar 03 16:31:42 2023	1677857502	0	299	299	299
Fri Mar 03 16:31:42 2023	1677857502	0	299	299	249
Fri Mar 03 16:31:42 2023	1677857502	0	300	300	299
Fri Mar 03 16:31:42 2023	1677857502	0	300	300	299
Fri Mar 03 16:31:42 2023	1677857502	0	301	301	180
Fri Mar 03 16:31:41 2023	1677857501	0	301	301	301
Fri Mar 03 16:31:42 2023	1677857502	0	302	302	267
Fri Mar 03 16:31:42 2023	1677857502	0	302	302	299
Fri Mar 03 16:31:42 2023	1677857502	0	302	302	302
Fri Mar 03 16:31:42 2023	1677857502	0	303	303	230
Fri Mar 03 16:31:42 2023	1677857502	0	304	304	304
Fri Mar 03 16:31:41 2023	1677857501	0	306	306	306
Fri Mar 03 16:31:45 2023	1677857505	0	307	307	305
Fri Mar 03 16:31:42 2023	1677857502	0	308	308	305
Fri Mar 03 16:31:46 2023	1677857506	0	309	309	305
Fri Mar 03 16:31:45 2023	1677857505	0	309	309	308
Fri Mar 03 16:31:41 2023	1677857501	4	305	309	296
Fri Mar 03 16:31:41 2023	1677857501	4	305	309	304
Fri Mar 03 16:31:41 2023	1677857501	0	309	309	308
Fri Mar 03 16:31:41 2023	1677857501	4	305	309	293
Fri Mar 03 16:31:41 2023	1677857501	4	305	309	292
Fri Mar 03 16:31:41 2023	1677857501	4	305	309	304
Fri Mar 03 16:31:41 2023	1677857501	5	305	310	291
Fri Mar 03 16:31:41 2023	1677857501	5	305	310	304
Fri Mar 03 16:31:41 2023	1677857501	5	306	310	304
Fri Mar 03 16:31:41 2023	1677857501	0	310	310	256
Fri Mar 03 16:31:42 2023	1677857502	0	311	311	311
Fri Mar 03 16:31:43 2023	1677857503	0	314	314	313
Fri Mar 03 16:31:45 2023	1677857505	0	314	314	314
Fri Mar 03 16:31:46 2023	1677857506	0	315	315	315
Fri Mar 03 16:31:41 2023	1677857501	4	312	316	309
Fri Mar 03 16:31:42 2023	1677857502	0	316	316	316
Fri Mar 03 16:31:41 2023	1677857501	4	313	317	311
Fri Mar 03 16:31:41 2023	1677857501	4	313	317	311
Fri Mar 03 16:31:43 2023	1677857503	0	317	317	317
Fri Mar 03 16:31:42 2023	1677857502	0	317	317	317
Fri Mar 03 16:31:41 2023	1677857501	5	314	319	310
Fri Mar 03 16:31:42 2023	1677857502	0	319	319	245
Fri Mar 03 16:31:42 2023	1677857502	0	320	320	319
Fri Mar 03 16:31:41 2023	1677857501	0	321	321	321
Fri Mar 03 16:31:49 2023	1677857509	0	321	321	321
Fri Mar 03 16:31:46 2023	1677857506	0	321	321	320
Fri Mar 03 16:31:42 2023	1677857502	0	321	321	321
Fri Mar 03 16:31:46 2023	1677857506	0	321	321	316
Fri Mar 03 16:31:42 2023	1677857502	0	322	322	320
Fri Mar 03 16:31:49 2023	1677857509	0	323	323	323
Fri Mar 03 16:31:46 2023	1677857506	0	323	324	323
Fri Mar 03 16:31:46 2023	1677857506	0	326	326	325
Fri Mar 03 16:31:42 2023	1677857502	0	326	326	266
Fri Mar 03 16:31:41 2023	1677857501	3	325	328	324
Fri Mar 03 16:31:41 2023	1677857501	0	329	329	328
Fri Mar 03 16:31:45 2023	1677857505	0	329	329	329
Fri Mar 03 16:31:46 2023	1677857506	0	329	329	323
Fri Mar 03 16:31:42 2023	1677857502	0	329	330	329
Fri Mar 03 16:31:41 2023	1677857501	0	330	330	329
Fri Mar 03 16:31:42 2023	1677857502	0	332	332	332
Fri Mar 03 16:31:46 2023	1677857506	0	333	333	333
Fri Mar 03 16:31:42 2023	1677857502	0	333	333	332
Fri Mar 03 16:31:46 2023	1677857506	0	333	333	333
Fri Mar 03 16:31:45 2023	1677857505	0	335	335	334
Fri Mar 03 16:31:45 2023	1677857505	0	335	335	334
Fri Mar 03 16:31:41 2023	1677857501	5	331	335	330
Fri Mar 03 16:31:42 2023	1677857502	0	336	336	336
Fri Mar 03 16:31:43 2023	1677857503	0	339	339	332
Fri Mar 03 16:31:41 2023	1677857501	0	339	339	334
Fri Mar 03 16:31:41 2023	1677857501	0	340	340	340
Fri Mar 03 16:31:48 2023	1677857508	0	340	340	325
Fri Mar 03 16:31:42 2023	1677857502	0	342	342	338
Fri Mar 03 16:31:45 2023	1677857505	0	343	343	343
Fri Mar 03 16:31:42 2023	1677857502	0	344	344	343
Fri Mar 03 16:31:47 2023	1677857507	0	344	344	343
Fri Mar 03 16:31:46 2023	1677857506	0	344	345	344
Fri Mar 03 16:31:41 2023	1677857501	2	343	345	342
Fri Mar 03 16:31:48 2023	1677857508	0	345	345	342
Fri Mar 03 16:31:46 2023	1677857506	0	345	345	337
Fri Mar 03 16:31:46 2023	1677857506	0	345	345	345
Fri Mar 03 16:31:45 2023	1677857505	0	345	345	304
Fri Mar 03 16:31:42 2023	1677857502	0	347	347	346
Fri Mar 03 16:31:42 2023	1677857502	0	347	347	346
Fri Mar 03 16:31:41 2023	1677857501	4	344	348	343
Fri Mar 03 16:31:41 2023	1677857501	0	349	349	320
Fri Mar 03 16:31:48 2023	1677857508	0	350	350	350
Fri Mar 03 16:31:41 2023	1677857501	0	350	350	60
Fri Mar 03 16:31:46 2023	1677857506	0	350	350	350
Fri Mar 03 16:31:42 2023	1677857502	0	351	351	349
Fri Mar 03 16:31:41 2023	1677857501	5	346	351	336
Fri Mar 03 16:31:42 2023	1677857502	0	352	352	352
Fri Mar 03 16:31:43 2023	1677857503	0	352	352	352
Fri Mar 03 16:31:46 2023	1677857506	0	355	355	354
Fri Mar 03 16:31:41 2023	1677857501	0	355	355	66
Fri Mar 03 16:31:48 2023	1677857508	0	358	358	346
Fri Mar 03 16:31:42 2023	1677857502	0	360	360	359
Fri Mar 03 16:31:47 2023	1677857507	0	360	360	359
Fri Mar 03 16:31:41 2023	1677857501	0	360	360	58
Fri Mar 03 16:31:43 2023	1677857503	0	361	361	360
Fri Mar 03 16:31:46 2023	1677857506	0	361	361	361
Fri Mar 03 16:31:47 2023	1677857507	0	361	361	332
Fri Mar 03 16:31:47 2023	1677857507	0	362	362	353
Fri Mar 03 16:31:45 2023	1677857505	0	363	363	348
Fri Mar 03 16:31:46 2023	1677857506	0	364	364	363
Fri Mar 03 16:31:46 2023	1677857506	0	364	364	364
Fri Mar 03 16:31:42 2023	1677857502	0	365	365	317
Fri Mar 03 16:31:45 2023	1677857505	0	365	365	339
Fri Mar 03 16:31:41 2023	1677857501	0	368	368	78
Fri Mar 03 16:31:41 2023	1677857501	0	369	369	79
Fri Mar 03 16:31:46 2023	1677857506	0	369	369	369
Fri Mar 03 16:31:42 2023	1677857502	0	369	369	307
Fri Mar 03 16:31:46 2023	1677857506	0	370	370	369
Fri Mar 03 16:31:48 2023	1677857508	0	370	370	369
Fri Mar 03 16:31:47 2023	1677857507	0	370	370	368
Fri Mar 03 16:31:42 2023	1677857502	0	370	370	370
Fri Mar 03 16:31:42 2023	1677857502	0	371	371	370
Fri Mar 03 16:31:42 2023	1677857502	0	371	371	320
Fri Mar 03 16:31:43 2023	1677857503	0	372	372	372
Fri Mar 03 16:31:45 2023	1677857505	0	373	373	364
Fri Mar 03 16:31:47 2023	1677857507	0	374	374	373
Fri Mar 03 16:31:46 2023	1677857506	0	374	374	373
Fri Mar 03 16:31:46 2023	1677857506	0	374	374	373
Fri Mar 03 16:31:48 2023	1677857508	0	374	374	361
Fri Mar 03 16:31:46 2023	1677857506	0	374	374	373
Fri Mar 03 16:31:46 2023	1677857506	0	375	375	374
Fri Mar 03 16:31:45 2023	1677857505	0	376	376	324
Fri Mar 03 16:31:46 2023	1677857506	0	377	377	377
Fri Mar 03 16:31:42 2023	1677857502	0	379	379	378
Fri Mar 03 16:31:46 2023	1677857506	0	379	380	379
Fri Mar 03 16:31:42 2023	1677857502	0	380	380	379
Fri Mar 03 16:31:45 2023	1677857505	0	381	381	380
Fri Mar 03 16:31:42 2023	1677857502	0	383	383	383
Fri Mar 03 16:31:48 2023	1677857508	0	385	385	384
Fri Mar 03 16:31:45 2023	1677857505	0	386	386	344
Fri Mar 03 16:31:46 2023	1677857506	0	386	386	385
Fri Mar 03 16:31:46 2023	1677857506	0	386	386	386
Fri Mar 03 16:31:42 2023	1677857502	0	387	387	151
Fri Mar 03 16:31:48 2023	1677857508	0	388	388	388
Fri Mar 03 16:31:42 2023	1677857502	0	389	389	388
Fri Mar 03 16:31:46 2023	1677857506	0	390	390	387
Fri Mar 03 16:31:45 2023	1677857505	0	390	390	390
Fri Mar 03 16:31:48 2023	1677857508	0	391	391	390
Fri Mar 03 16:31:45 2023	1677857505	0	393	393	392
Fri Mar 03 16:31:42 2023	1677857502	0	393	393	393
Fri Mar 03 16:31:48 2023	1677857508	0	393	393	392
Fri Mar 03 16:31:45 2023	1677857505	0	394	394	393
Fri Mar 03 16:31:46 2023	1677857506	0	395	395	395
Fri Mar 03 16:31:48 2023	1677857508	0	396	396	396
Fri Mar 03 16:31:43 2023	1677857503	0	397	397	396
Fri Mar 03 16:31:47 2023	1677857507	0	397	397	397
Fri Mar 03 16:31:42 2023	1677857502	0	397	397	393
Fri Mar 03 16:31:48 2023	1677857508	0	398	398	398
Fri Mar 03 16:31:46 2023	1677857506	0	398	398	398
Fri Mar 03 16:31:43 2023	1677857503	0	398	398	395
Fri Mar 03 16:31:43 2023	1677857503	0	399	399	399
Fri Mar 03 16:31:45 2023	1677857505	0	399	399	399
Fri Mar 03 16:31:46 2023	1677857506	0	399	399	389
Fri Mar 03 16:31:42 2023	1677857502	0	400	400	399
Fri Mar 03 16:31:42 2023	1677857502	0	404	404	305
Fri Mar 03 16:31:46 2023	1677857506	0	405	405	405
Fri Mar 03 16:31:48 2023	1677857508	0	406	406	405
Fri Mar 03 16:31:41 2023	1677857501	3	404	407	404
Fri Mar 03 16:31:45 2023	1677857505	0	407	407	406
Fri Mar 03 16:31:43 2023	1677857503	0	409	409	408
Fri Mar 03 16:31:41 2023	1677857501	2	407	409	407
Fri Mar 03 16:31:46 2023	1677857506	0	410	410	396
Fri Mar 03 16:31:45 2023	1677857505	0	410	410	409
Fri Mar 03 16:31:46 2023	1677857506	0	410	410	410
Fri Mar 03 16:31:41 2023	1677857501	4	407	411	406
Fri Mar 03 16:31:48 2023	1677857508	0	411	411	411
Fri Mar 03 16:31:46 2023	1677857506	0	411	411	389
Fri Mar 03 16:31:48 2023	1677857508	0	412	413	412
Fri Mar 03 16:31:41 2023	1677857501	2	411	413	410
Fri Mar 03 16:31:42 2023	1677857502	0	414	414	413
Fri Mar 03 16:31:43 2023	1677857503	0	415	415	415
Fri Mar 03 16:31:42 2023	1677857502	0	415	415	414
