starttime	seconds	ctime	dtime	ttime	wait
Fri Mar 03 16:29:51 2023	1677857391	0	82	82	81
Fri Mar 03 16:29:48 2023	1677857388	0	82	82	82
Fri Mar 03 16:29:53 2023	1677857393	0	82	83	82
Fri Mar 03 16:29:52 2023	1677857392	0	83	83	82
Fri Mar 03 16:29:51 2023	1677857391	0	83	83	82
Fri Mar 03 16:29:52 2023	1677857392	0	83	83	82
Fri Mar 03 16:29:48 2023	1677857388	0	83	83	82
Fri Mar 03 16:29:54 2023	1677857394	0	83	83	45
Fri Mar 03 16:29:48 2023	1677857388	0	83	83	77
Fri Mar 03 16:29:48 2023	1677857388	0	83	83	70
Fri Mar 03 16:29:49 2023	1677857389	0	84	84	82
Fri Mar 03 16:29:51 2023	1677857391	0	84	84	83
Fri Mar 03 16:29:51 2023	1677857391	0	84	84	83
Fri Mar 03 16:29:51 2023	1677857391	0	84	84	83
Fri Mar 03 16:29:51 2023	1677857391	0	84	84	61
Fri Mar 03 16:29:52 2023	1677857392	0	84	84	83
Fri Mar 03 16:29:50 2023	1677857390	0	84	84	83
Fri Mar 03 16:29:55 2023	1677857395	0	84	84	84
Fri Mar 03 16:29:52 2023	1677857392	0	84	84	84
Fri Mar 03 16:29:49 2023	1677857389	0	85	85	64
Fri Mar 03 16:29:51 2023	1677857391	0	85	85	84
Fri Mar 03 16:29:50 2023	1677857390	0	85	85	84
Fri Mar 03 16:29:50 2023	1677857390	0	85	85	84
Fri Mar 03 16:29:53 2023	1677857393	0	86	86	44
Fri Mar 03 16:29:54 2023	1677857394	0	86	86	86
Fri Mar 03 16:29:52 2023	1677857392	0	86	86	86
Fri Mar 03 16:29:51 2023	1677857391	0	87	87	75
Fri Mar 03 16:29:51 2023	1677857391	0	87	87	86
Fri Mar 03 16:29:54 2023	1677857394	0	87	87	86
Fri Mar 03 16:29:50 2023	1677857390	0	87	87	86
Fri Mar 03 16:29:49 2023	1677857389	0	87	88	68
Fri Mar 03 16:29:52 2023	1677857392	0	88	88	87
Fri Mar 03 16:29:52 2023	1677857392	0	88	88	87
Fri Mar 03 16:29:54 2023	1677857394	0	89	89	87
Fri Mar 03 16:29:52 2023	1677857392	0	89	89	85
Fri Mar 03 16:29:52 2023	1677857392	0	89	90	89
Fri Mar 03 16:29:50 2023	1677857390	0	90	90	87
Fri Mar 03 16:29:53 2023	1677857393	0	90	90	62
Fri Mar 03 16:29:52 2023	1677857392	0	90	90	90
Fri Mar 03 16:29:50 2023	1677857390	0	91	91	89
Fri Mar 03 16:29:54 2023	1677857394	0	91	91	90
Fri Mar 03 16:29:49 2023	1677857389	0	91	91	91
Fri Mar 03 16:29:54 2023	1677857394	0	91	91	91
Fri Mar 03 16:29:49 2023	1677857389	0	91	91	57
Fri Mar 03 16:29:49 2023	1677857389	0	91	91	91
Fri Mar 03 16:29:52 2023	1677857392	0	92	92	92
Fri Mar 03 16:29:47 2023	1677857387	4	89	92	88
Fri Mar 03 16:29:55 2023	1677857395	0	92	92	90
Fri Mar 03 16:29:52 2023	1677857392	0	92	92	92
Fri Mar 03 16:29:52 2023	1677857392	0	93	93	92
Fri Mar 03 16:29:52 2023	1677857392	0	93	93	91
Fri Mar 03 16:29:53 2023	1677857393	0	93	93	92
Fri Mar 03 16:29:53 2023	1677857393	0	93	93	46
Fri Mar 03 16:29:52 2023	1677857392	0	94	94	90
Fri Mar 03 16:29:52 2023	1677857392	0	94	94	75
Fri Mar 03 16:29:51 2023	1677857391	0	94	94	93
Fri Mar 03 16:29:48 2023	1677857388	0	94	94	93
Fri Mar 03 16:29:52 2023	1677857392	0	94	94	93
Fri Mar 03 16:29:50 2023	1677857390	0	94	95	93
Fri Mar 03 16:29:49 2023	1677857389	0	95	95	95
Fri Mar 03 16:29:52 2023	1677857392	0	95	95	95
Fri Mar 03 16:29:51 2023	1677857391	0	95	95	95
Fri Mar 03 16:29:51 2023	1677857391	0	95	95	95
Fri Mar 03 16:29:52 2023	1677857392	0	95	95	91
Fri Mar 03 16:29:53 2023	1677857393	0	95	95	92
Fri Mar 03 16:29:52 2023	1677857392	0	95	95	95
Fri Mar 03 16:29:52 2023	1677857392	0	95	95	95
Fri Mar 03 16:29:54 2023	1677857394	0	96	96	95
Fri Mar 03 16:29:53 2023	1677857393	0	96	96	96
Fri Mar 03 16:29:48 2023	1677857388	0	96	96	89
Fri Mar 03 16:29:51 2023	1677857391	0	96	96	96
Fri Mar 03 16:29:54 2023	1677857394	0	97	97	96
Fri Mar 03 16:29:54 2023	1677857394	0	97	97	72
Fri Mar 03 16:29:52 2023	1677857392	0	98	98	93
Fri Mar 03 16:29:54 2023	1677857394	0	98	98	92
Fri Mar 03 16:29:50 2023	1677857390	0	98	98	98
Fri Mar 03 16:29:51 2023	1677857391	0	99	99	98
Fri Mar 03 16:29:52 2023	1677857392	0	99	99	98
Fri Mar 03 16:29:52 2023	1677857392	0	99	99	99
Fri Mar 03 16:29:52 2023	1677857392	0	99	99	98
Fri Mar 03 16:29:52 2023	1677857392	0	99	99	99
Fri Mar 03 16:29:48 2023	1677857388	0	99	99	77
Fri Mar 03 16:29:52 2023	1677857392	0	99	99	99
Fri Mar 03 16:29:48 2023	1677857388	0	99	100	77
Fri Mar 03 16:29:53 2023	1677857393	0	100	100	99
Fri Mar 03 16:29:54 2023	1677857394	0	101	101	88
Fri Mar 03 16:29:51 2023	1677857391	0	101	101	100
Fri Mar 03 16:29:52 2023	1677857392	0	101	101	100
Fri Mar 03 16:29:52 2023	1677857392	0	101	101	100
Fri Mar 03 16:29:52 2023	1677857392	0	101	101	101
Fri Mar 03 16:29:50 2023	1677857390	0	101	101	64
Fri Mar 03 16:29:52 2023	1677857392	0	102	102	102
Fri Mar 03 16:29:52 2023	1677857392	0	102	102	102
Fri Mar 03 16:29:51 2023	1677857391	0	102	102	102
Fri Mar 03 16:29:52 2023	1677857392	0	104	104	92
Fri Mar 03 16:29:54 2023	1677857394	0	104	104	103
Fri Mar 03 16:29:54 2023	1677857394	0	104	104	103
Fri Mar 03 16:29:52 2023	1677857392	0	104	104	104
Fri Mar 03 16:29:52 2023	1677857392	0	105	105	104
Fri Mar 03 16:29:54 2023	1677857394	0	105	105	89
Fri Mar 03 16:29:51 2023	1677857391	0	105	105	75
Fri Mar 03 16:29:52 2023	1677857392	0	105	105	105
Fri Mar 03 16:29:53 2023	1677857393	0	105	105	104
Fri Mar 03 16:29:51 2023	1677857391	0	105	105	105
Fri Mar 03 16:29:52 2023	1677857392	0	106	106	106
Fri Mar 03 16:29:49 2023	1677857389	0	106	107	105
Fri Mar 03 16:29:53 2023	1677857393	0	107	107	106
Fri Mar 03 16:29:52 2023	1677857392	0	107	107	83
Fri Mar 03 16:29:55 2023	1677857395	0	107	107	107
Fri Mar 03 16:29:55 2023	1677857395	0	107	108	107
Fri Mar 03 16:29:53 2023	1677857393	0	109	109	108
Fri Mar 03 16:29:52 2023	1677857392	0	109	109	93
Fri Mar 03 16:29:52 2023	1677857392	0	109	109	104
Fri Mar 03 16:29:51 2023	1677857391	0	109	109	109
Fri Mar 03 16:29:51 2023	1677857391	0	109	109	63
Fri Mar 03 16:29:54 2023	1677857394	0	110	110	81
Fri Mar 03 16:29:54 2023	1677857394	0	110	110	97
Fri Mar 03 16:29:51 2023	1677857391	0	110	110	109
Fri Mar 03 16:29:55 2023	1677857395	0	110	110	110
Fri Mar 03 16:29:51 2023	1677857391	0	110	110	108
Fri Mar 03 16:29:52 2023	1677857392	0	110	110	110
Fri Mar 03 16:29:54 2023	1677857394	0	110	110	110
Fri Mar 03 16:29:51 2023	1677857391	0	111	111	36
Fri Mar 03 16:29:55 2023	1677857395	0	111	111	111
Fri Mar 03 16:29:51 2023	1677857391	0	111	111	111
Fri Mar 03 16:29:51 2023	1677857391	0	112	112	112
Fri Mar 03 16:29:48 2023	1677857388	0	112	112	112
Fri Mar 03 16:29:53 2023	1677857393	0	112	112	111
Fri Mar 03 16:29:51 2023	1677857391	0	113	113	90
Fri Mar 03 16:29:52 2023	1677857392	0	113	113	112
Fri Mar 03 16:29:51 2023	1677857391	0	113	113	113
Fri Mar 03 16:29:50 2023	1677857390	0	114	114	113
Fri Mar 03 16:29:52 2023	1677857392	0	114	114	113
Fri Mar 03 16:29:50 2023	1677857390	0	114	114	113
Fri Mar 03 16:29:50 2023	1677857390	0	114	114	114
Fri Mar 03 16:29:52 2023	1677857392	0	114	114	114
Fri Mar 03 16:29:52 2023	1677857392	0	115	115	115
Fri Mar 03 16:29:55 2023	1677857395	0	115	115	114
Fri Mar 03 16:29:52 2023	1677857392	0	115	115	115
Fri Mar 03 16:29:49 2023	1677857389	0	116	116	91
Fri Mar 03 16:29:54 2023	1677857394	0	116	116	116
Fri Mar 03 16:29:49 2023	1677857389	0	116	116	115
Fri Mar 03 16:29:49 2023	1677857389	0	116	117	96
Fri Mar 03 16:29:49 2023	1677857389	0	117	117	116
Fri Mar 03 16:29:55 2023	1677857395	0	117	117	117
Fri Mar 03 16:29:54 2023	1677857394	0	117	117	117
Fri Mar 03 16:29:53 2023	1677857393	0	117	117	116
Fri Mar 03 16:29:47 2023	1677857387	4	113	118	113
Fri Mar 03 16:29:50 2023	1677857390	0	118	118	72
Fri Mar 03 16:29:50 2023	1677857390	0	118	118	115
Fri Mar 03 16:29:52 2023	1677857392	0	118	118	106
Fri Mar 03 16:29:49 2023	1677857389	0	118	119	118
Fri Mar 03 16:29:52 2023	1677857392	0	119	119	118
Fri Mar 03 16:29:53 2023	1677857393	0	119	119	118
Fri Mar 03 16:29:48 2023	1677857388	0	119	119	118
Fri Mar 03 16:29:52 2023	1677857392	0	119	119	110
Fri Mar 03 16:29:52 2023	1677857392	0	119	119	119
Fri Mar 03 16:29:54 2023	1677857394	0	119	120	119
Fri Mar 03 16:29:50 2023	1677857390	0	119	120	118
Fri Mar 03 16:29:49 2023	1677857389	0	120	120	119
Fri Mar 03 16:29:50 2023	1677857390	0	120	120	96
Fri Mar 03 16:29:53 2023	1677857393	0	120	120	119
Fri Mar 03 16:29:53 2023	1677857393	0	120	120	120
Fri Mar 03 16:29:50 2023	1677857390	0	120	120	49
Fri Mar 03 16:29:54 2023	1677857394	0	120	120	120
Fri Mar 03 16:29:52 2023	1677857392	0	121	121	120
Fri Mar 03 16:29:52 2023	1677857392	0	121	121	120
Fri Mar 03 16:29:54 2023	1677857394	0	122	122	121
Fri Mar 03 16:29:53 2023	1677857393	0	122	122	122
Fri Mar 03 16:29:55 2023	1677857395	0	123	123	123
Fri Mar 03 16:29:50 2023	1677857390	0	125	125	125
Fri Mar 03 16:29:55 2023	1677857395	0	125	125	125
Fri Mar 03 16:29:53 2023	1677857393	0	125	125	124
Fri Mar 03 16:29:54 2023	1677857394	0	125	125	125
Fri Mar 03 16:29:54 2023	1677857394	0	125	125	124
Fri Mar 03 16:29:49 2023	1677857389	0	126	126	125
Fri Mar 03 16:29:51 2023	1677857391	0	126	126	125
Fri Mar 03 16:29:52 2023	1677857392	0	126	126	126
Fri Mar 03 16:29:50 2023	1677857390	0	126	126	95
Fri Mar 03 16:29:49 2023	1677857389	0	127	127	111
Fri Mar 03 16:29:48 2023	1677857388	0	127	127	127
Fri Mar 03 16:29:50 2023	1677857390	0	127	127	50
Fri Mar 03 16:29:48 2023	1677857388	0	127	127	127
Fri Mar 03 16:29:54 2023	1677857394	0	127	127	126
Fri Mar 03 16:29:53 2023	1677857393	0	128	128	127
Fri Mar 03 16:29:54 2023	1677857394	0	128	128	127
Fri Mar 03 16:29:53 2023	1677857393	0	128	128	127
Fri Mar 03 16:29:47 2023	1677857387	5	123	128	122
Fri Mar 03 16:29:50 2023	1677857390	0	128	128	124
Fri Mar 03 16:29:49 2023	1677857389	0	129	129	122
Fri Mar 03 16:29:52 2023	1677857392	0	130	130	129
Fri Mar 03 16:29:47 2023	1677857387	5	125	130	122
Fri Mar 03 16:29:49 2023	1677857389	0	131	131	130
Fri Mar 03 16:29:55 2023	1677857395	0	131	131	130
Fri Mar 03 16:29:51 2023	1677857391	0	131	131	128
Fri Mar 03 16:29:51 2023	1677857391	0	132	132	131
Fri Mar 03 16:29:54 2023	1677857394	0	132	132	132
Fri Mar 03 16:29:53 2023	1677857393	0	133	133	132
Fri Mar 03 16:29:47 2023	1677857387	0	133	133	132
Fri Mar 03 16:29:47 2023	1677857387	4	129	133	123
Fri Mar 03 16:29:54 2023	1677857394	0	133	133	128
Fri Mar 03 16:29:54 2023	1677857394	0	134	134	133
Fri Mar 03 16:29:50 2023	1677857390	0	134	134	133
Fri Mar 03 16:29:54 2023	1677857394	0	134	134	134
Fri Mar 03 16:29:52 2023	1677857392	0	135	135	134
Fri Mar 03 16:29:52 2023	1677857392	0	135	135	134
Fri Mar 03 16:29:49 2023	1677857389	0	135	135	110
Fri Mar 03 16:29:53 2023	1677857393	0	135	135	134
Fri Mar 03 16:29:53 2023	1677857393	0	135	136	134
Fri Mar 03 16:29:52 2023	1677857392	0	136	136	136
Fri Mar 03 16:29:50 2023	1677857390	0	137	137	119
Fri Mar 03 16:29:50 2023	1677857390	0	138	138	130
Fri Mar 03 16:29:52 2023	1677857392	0	138	139	138
Fri Mar 03 16:29:53 2023	1677857393	0	139	139	138
Fri Mar 03 16:29:53 2023	1677857393	0	139	139	137
Fri Mar 03 16:29:48 2023	1677857388	0	139	139	116
Fri Mar 03 16:29:52 2023	1677857392	0	139	139	132
Fri Mar 03 16:29:49 2023	1677857389	0	139	140	122
Fri Mar 03 16:29:49 2023	1677857389	0	140	140	139
Fri Mar 03 16:29:51 2023	1677857391	0	140	140	125
Fri Mar 03 16:29:50 2023	1677857390	0	140	140	100
Fri Mar 03 16:29:49 2023	1677857389	0	140	140	140
Fri Mar 03 16:29:51 2023	1677857391	0	141	141	139
Fri Mar 03 16:29:54 2023	1677857394	0	141	141	140
Fri Mar 03 16:29:50 2023	1677857390	0	141	141	95
Fri Mar 03 16:29:53 2023	1677857393	0	142	142	141
Fri Mar 03 16:29:54 2023	1677857394	0	142	142	142
Fri Mar 03 16:29:50 2023	1677857390	0	143	143	130
Fri Mar 03 16:29:52 2023	1677857392	0	143	143	143
Fri Mar 03 16:29:49 2023	1677857389	0	143	143	137
Fri Mar 03 16:29:53 2023	1677857393	0	143	144	143
Fri Mar 03 16:29:54 2023	1677857394	0	144	144	144
Fri Mar 03 16:29:53 2023	1677857393	0	145	145	144
Fri Mar 03 16:29:53 2023	1677857393	0	145	145	144
Fri Mar 03 16:29:52 2023	1677857392	0	145	145	142
Fri Mar 03 16:29:48 2023	1677857388	0	146	146	145
Fri Mar 03 16:29:50 2023	1677857390	0	146	146	146
Fri Mar 03 16:29:51 2023	1677857391	0	147	147	146
Fri Mar 03 16:29:55 2023	1677857395	0	147	148	147
Fri Mar 03 16:29:54 2023	1677857394	0	148	148	107
Fri Mar 03 16:29:48 2023	1677857388	0	148	148	143
Fri Mar 03 16:29:50 2023	1677857390	0	148	148	148
Fri Mar 03 16:29:50 2023	1677857390	0	148	149	132
Fri Mar 03 16:29:50 2023	1677857390	0	149	149	136
Fri Mar 03 16:29:48 2023	1677857388	0	149	149	147
Fri Mar 03 16:29:51 2023	1677857391	0	149	149	110
Fri Mar 03 16:29:54 2023	1677857394	0	149	149	148
Fri Mar 03 16:29:54 2023	1677857394	0	149	149	149
Fri Mar 03 16:29:50 2023	1677857390	0	150	150	141
Fri Mar 03 16:29:50 2023	1677857390	0	150	150	143
Fri Mar 03 16:29:52 2023	1677857392	0	150	150	150
Fri Mar 03 16:29:52 2023	1677857392	0	150	151	150
Fri Mar 03 16:29:50 2023	1677857390	0	151	151	141
Fri Mar 03 16:29:50 2023	1677857390	0	152	152	151
Fri Mar 03 16:29:50 2023	1677857390	0	152	152	143
Fri Mar 03 16:29:50 2023	1677857390	0	152	153	148
Fri Mar 03 16:29:47 2023	1677857387	5	148	153	148
Fri Mar 03 16:29:55 2023	1677857395	0	153	154	153
Fri Mar 03 16:29:55 2023	1677857395	0	153	154	152
Fri Mar 03 16:29:50 2023	1677857390	0	154	154	152
Fri Mar 03 16:29:53 2023	1677857393	0	154	154	154
Fri Mar 03 16:29:49 2023	1677857389	0	155	155	154
Fri Mar 03 16:29:50 2023	1677857390	0	157	157	111
Fri Mar 03 16:29:50 2023	1677857390	0	157	157	110
Fri Mar 03 16:29:54 2023	1677857394	0	158	158	157
Fri Mar 03 16:29:55 2023	1677857395	0	158	159	158
Fri Mar 03 16:29:52 2023	1677857392	0	160	161	160
Fri Mar 03 16:29:53 2023	1677857393	0	161	161	161
Fri Mar 03 16:29:49 2023	1677857389	0	161	161	149
Fri Mar 03 16:29:49 2023	1677857389	0	162	162	119
Fri Mar 03 16:29:47 2023	1677857387	5	158	162	136
Fri Mar 03 16:29:48 2023	1677857388	0	163	163	162
Fri Mar 03 16:29:48 2023	1677857388	0	163	163	163
Fri Mar 03 16:29:50 2023	1677857390	0	163	163	105
Fri Mar 03 16:29:55 2023	1677857395	0	164	164	163
Fri Mar 03 16:29:50 2023	1677857390	0	164	164	104
Fri Mar 03 16:29:52 2023	1677857392	0	164	164	164
Fri Mar 03 16:29:52 2023	1677857392	0	164	165	164
Fri Mar 03 16:29:48 2023	1677857388	0	165	165	160
Fri Mar 03 16:29:49 2023	1677857389	0	167	167	167
Fri Mar 03 16:29:49 2023	1677857389	0	167	168	130
Fri Mar 03 16:29:55 2023	1677857395	0	168	168	167
Fri Mar 03 16:29:54 2023	1677857394	0	168	169	168
Fri Mar 03 16:29:55 2023	1677857395	0	169	169	169
Fri Mar 03 16:29:54 2023	1677857394	0	169	169	161
Fri Mar 03 16:29:47 2023	1677857387	5	165	169	164
Fri Mar 03 16:29:54 2023	1677857394	0	169	170	169
Fri Mar 03 16:29:49 2023	1677857389	0	170	170	134
Fri Mar 03 16:29:55 2023	1677857395	0	170	170	170
Fri Mar 03 16:29:49 2023	1677857389	0	170	170	152
Fri Mar 03 16:29:48 2023	1677857388	0	171	171	170
Fri Mar 03 16:29:52 2023	1677857392	0	171	171	171
Fri Mar 03 16:29:53 2023	1677857393	0	173	173	172
Fri Mar 03 16:29:49 2023	1677857389	0	173	173	157
Fri Mar 03 16:29:50 2023	1677857390	0	173	174	101
Fri Mar 03 16:29:49 2023	1677857389	0	174	174	173
Fri Mar 03 16:29:48 2023	1677857388	0	175	175	145
Fri Mar 03 16:29:50 2023	1677857390	0	175	175	168
Fri Mar 03 16:29:47 2023	1677857387	4	171	175	170
Fri Mar 03 16:29:49 2023	1677857389	0	175	175	103
Fri Mar 03 16:29:49 2023	1677857389	0	175	175	153
Fri Mar 03 16:29:49 2023	1677857389	0	175	176	156
Fri Mar 03 16:29:49 2023	1677857389	0	176	176	165
Fri Mar 03 16:29:49 2023	1677857389	0	176	176	155
Fri Mar 03 16:29:49 2023	1677857389	0	176	176	156
Fri Mar 03 16:29:53 2023	1677857393	0	176	176	175
Fri Mar 03 16:29:49 2023	1677857389	0	177	177	176
Fri Mar 03 16:29:53 2023	1677857393	0	177	178	177
Fri Mar 03 16:29:55 2023	1677857395	0	178	178	178
Fri Mar 03 16:29:49 2023	1677857389	0	179	179	153
Fri Mar 03 16:29:49 2023	1677857389	1	179	180	163
Fri Mar 03 16:29:54 2023	1677857394	0	180	180	150
Fri Mar 03 16:29:49 2023	1677857389	1	179	180	167
Fri Mar 03 16:29:49 2023	1677857389	0	181	181	181
Fri Mar 03 16:29:49 2023	1677857389	0	183	183	170
Fri Mar 03 16:29:53 2023	1677857393	0	183	183	180
Fri Mar 03 16:29:53 2023	1677857393	0	183	183	183
Fri Mar 03 16:29:49 2023	1677857389	2	182	184	172
Fri Mar 03 16:29:54 2023	1677857394	0	185	185	183
Fri Mar 03 16:29:49 2023	1677857389	0	185	185	184
Fri Mar 03 16:29:55 2023	1677857395	0	185	185	185
Fri Mar 03 16:29:48 2023	1677857388	0	186	186	185
Fri Mar 03 16:29:54 2023	1677857394	0	186	186	183
Fri Mar 03 16:29:51 2023	1677857391	0	186	186	186
Fri Mar 03 16:29:47 2023	1677857387	4	183	187	182
Fri Mar 03 16:29:55 2023	1677857395	0	188	188	187
Fri Mar 03 16:29:54 2023	1677857394	0	188	188	187
Fri Mar 03 16:29:49 2023	1677857389	0	188	189	154
Fri Mar 03 16:29:48 2023	1677857388	0	190	190	189
Fri Mar 03 16:29:55 2023	1677857395	0	190	190	190
Fri Mar 03 16:29:55 2023	1677857395	0	190	190	190
Fri Mar 03 16:29:55 2023	1677857395	0	191	191	190
Fri Mar 03 16:29:49 2023	1677857389	0	192	192	178
Fri Mar 03 16:29:55 2023	1677857395	0	192	192	192
Fri Mar 03 16:29:49 2023	1677857389	0	192	192	171
Fri Mar 03 16:29:49 2023	1677857389	0	193	193	162
Fri Mar 03 16:29:49 2023	1677857389	0	194	194	177
Fri Mar 03 16:29:54 2023	1677857394	0	195	195	194
Fri Mar 03 16:29:48 2023	1677857388	0	196	196	192
Fri Mar 03 16:29:50 2023	1677857390	0	197	197	197
Fri Mar 03 16:29:53 2023	1677857393	0	200	200	199
Fri Mar 03 16:29:48 2023	1677857388	0	200	200	200
Fri Mar 03 16:29:54 2023	1677857394	0	200	200	200
Fri Mar 03 16:29:48 2023	1677857388	0	202	202	191
Fri Mar 03 16:29:53 2023	1677857393	0	204	204	204
Fri Mar 03 16:29:47 2023	1677857387	2	202	204	202
Fri Mar 03 16:29:51 2023	1677857391	0	205	205	204
Fri Mar 03 16:29:51 2023	1677857391	0	205	205	204
Fri Mar 03 16:29:48 2023	1677857388	0	206	206	205
Fri Mar 03 16:29:50 2023	1677857390	0	206	206	201
Fri Mar 03 16:29:51 2023	1677857391	0	207	207	206
Fri Mar 03 16:29:54 2023	1677857394	0	207	207	206
Fri Mar 03 16:29:49 2023	1677857389	0	207	207	109
Fri Mar 03 16:29:47 2023	1677857387	0	211	211	211
Fri Mar 03 16:29:50 2023	1677857390	0	213	213	211
Fri Mar 03 16:29:50 2023	1677857390	0	214	214	210
Fri Mar 03 16:29:53 2023	1677857393	0	214	214	213
Fri Mar 03 16:29:50 2023	1677857390	0	214	214	173
Fri Mar 03 16:29:48 2023	1677857388	0	215	215	214
Fri Mar 03 16:29:53 2023	1677857393	0	215	215	213
Fri Mar 03 16:29:48 2023	1677857388	0	217	217	216
Fri Mar 03 16:29:50 2023	1677857390	0	217	217	199
Fri Mar 03 16:29:54 2023	1677857394	0	218	218	217
Fri Mar 03 16:29:54 2023	1677857394	0	219	219	218
Fri Mar 03 16:29:55 2023	1677857395	0	219	219	218
Fri Mar 03 16:29:55 2023	1677857395	0	220	220	219
Fri Mar 03 16:29:53 2023	1677857393	0	220	220	216
Fri Mar 03 16:29:48 2023	1677857388	0	220	220	220
Fri Mar 03 16:29:55 2023	1677857395	0	224	224	224
Fri Mar 03 16:29:53 2023	1677857393	0	224	224	223
Fri Mar 03 16:29:49 2023	1677857389	0	225	225	224
Fri Mar 03 16:29:49 2023	1677857389	0	227	227	214
Fri Mar 03 16:29:48 2023	1677857388	0	227	227	226
Fri Mar 03 16:29:47 2023	1677857387	0	229	230	222
Fri Mar 03 16:29:55 2023	1677857395	0	230	230	229
Fri Mar 03 16:29:50 2023	1677857390	0	230	231	219
Fri Mar 03 16:29:54 2023	1677857394	0	232	232	214
Fri Mar 03 16:29:48 2023	1677857388	0	232	232	232
Fri Mar 03 16:29:49 2023	1677857389	0	234	234	206
Fri Mar 03 16:29:49 2023	1677857389	0	234	234	198
Fri Mar 03 16:29:47 2023	1677857387	4	231	234	230
Fri Mar 03 16:29:49 2023	1677857389	0	235	235	235
Fri Mar 03 16:29:53 2023	1677857393	0	236	236	224
Fri Mar 03 16:29:50 2023	1677857390	0	239	239	236
Fri Mar 03 16:29:55 2023	1677857395	0	239	239	239
Fri Mar 03 16:29:50 2023	1677857390	0	241	241	234
Fri Mar 03 16:29:55 2023	1677857395	0	241	241	240
Fri Mar 03 16:29:50 2023	1677857390	0	241	241	225
Fri Mar 03 16:29:49 2023	1677857389	0	243	243	165
Fri Mar 03 16:29:49 2023	1677857389	0	243	243	144
Fri Mar 03 16:29:50 2023	1677857390	0	244	244	243
Fri Mar 03 16:29:49 2023	1677857389	0	244	244	244
Fri Mar 03 16:29:53 2023	1677857393	0	245	245	238
Fri Mar 03 16:29:47 2023	1677857387	5	240	245	240
Fri Mar 03 16:29:50 2023	1677857390	0	245	245	245
Fri Mar 03 16:29:49 2023	1677857389	0	246	246	136
Fri Mar 03 16:29:47 2023	1677857387	5	242	247	242
Fri Mar 03 16:29:50 2023	1677857390	0	248	248	247
Fri Mar 03 16:29:55 2023	1677857395	0	248	248	247
Fri Mar 03 16:29:55 2023	1677857395	0	250	250	250
Fri Mar 03 16:29:49 2023	1677857389	0	251	251	249
Fri Mar 03 16:29:55 2023	1677857395	0	252	252	251
Fri Mar 03 16:29:54 2023	1677857394	0	252	252	252
Fri Mar 03 16:29:50 2023	1677857390	0	253	253	252
Fri Mar 03 16:29:51 2023	1677857391	0	254	254	248
Fri Mar 03 16:29:55 2023	1677857395	0	254	254	254
Fri Mar 03 16:29:55 2023	1677857395	0	255	255	254
Fri Mar 03 16:29:47 2023	1677857387	4	252	256	252
Fri Mar 03 16:29:51 2023	1677857391	0	258	258	35
Fri Mar 03 16:29:55 2023	1677857395	0	258	258	258
Fri Mar 03 16:29:47 2023	1677857387	4	255	259	255
Fri Mar 03 16:29:49 2023	1677857389	0	259	259	109
Fri Mar 03 16:29:55 2023	1677857395	0	260	260	260
Fri Mar 03 16:29:54 2023	1677857394	0	260	260	260
Fri Mar 03 16:29:53 2023	1677857393	0	260	261	260
Fri Mar 03 16:29:50 2023	1677857390	0	262	262	258
Fri Mar 03 16:29:48 2023	1677857388	0	262	262	261
Fri Mar 03 16:29:55 2023	1677857395	0	262	262	261
Fri Mar 03 16:29:55 2023	1677857395	0	262	262	262
Fri Mar 03 16:29:48 2023	1677857388	0	263	263	263
Fri Mar 03 16:29:55 2023	1677857395	0	264	264	263
Fri Mar 03 16:29:55 2023	1677857395	0	264	264	263
Fri Mar 03 16:29:55 2023	1677857395	0	265	265	264
Fri Mar 03 16:29:50 2023	1677857390	0	265	265	261
Fri Mar 03 16:29:49 2023	1677857389	0	268	268	267
Fri Mar 03 16:29:55 2023	1677857395	0	269	269	269
Fri Mar 03 16:29:49 2023	1677857389	0	271	271	174
Fri Mar 03 16:29:55 2023	1677857395	0	271	271	271
Fri Mar 03 16:29:48 2023	1677857388	0	272	272	271
Fri Mar 03 16:29:49 2023	1677857389	0	272	272	183
Fri Mar 03 16:29:53 2023	1677857393	0	272	272	259
Fri Mar 03 16:29:54 2023	1677857394	0	273	273	273
Fri Mar 03 16:29:47 2023	1677857387	0	273	273	273
Fri Mar 03 16:29:48 2023	1677857388	0	274	274	273
Fri Mar 03 16:29:49 2023	1677857389	1	274	274	151
Fri Mar 03 16:29:54 2023	1677857394	0	274	275	274
Fri Mar 03 16:29:55 2023	1677857395	0	275	275	275
Fri Mar 03 16:29:49 2023	1677857389	0	275	275	275
Fri Mar 03 16:29:53 2023	1677857393	0	276	276	263
Fri Mar 03 16:29:53 2023	1677857393	0	276	276	274
Fri Mar 03 16:29:48 2023	1677857388	0	276	276	276
Fri Mar 03 16:29:49 2023	1677857389	0	276	277	175
Fri Mar 03 16:29:55 2023	1677857395	0	278	278	260
Fri Mar 03 16:29:55 2023	1677857395	0	280	280	279
Fri Mar 03 16:29:47 2023	1677857387	0	281	282	281
Fri Mar 03 16:29:48 2023	1677857388	0	283	283	276
Fri Mar 03 16:29:49 2023	1677857389	0	283	283	227
Fri Mar 03 16:29:55 2023	1677857395	0	283	283	282
Fri Mar 03 16:29:48 2023	1677857388	0	285	285	279
Fri Mar 03 16:29:55 2023	1677857395	0	285	285	284
